,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avaya-AAM-3,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,Avaya-AAM-3,Avaya-AAM-3.test.org,192.168.1.39,,exporter_linux,TRUE,3439,exporter_aam,TRUE,3639,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
Avaya-Breeze-1,Glasgow,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-Breeze-1,Avaya-Breeze-1.test.org,192.168.1.40,,exporter_linux,TRUE,3440,exporter_breeze,TRUE,3640,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
Avaya-Breeze-2,Glasgow,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-Breeze-2,Avaya-Breeze-2.test.org,192.168.1.41,,exporter_linux,TRUE,3441,exporter_breeze,TRUE,3641,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
Avaya-Breeze-3,Glasgow,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-Breeze-3,Avaya-Breeze-3.test.org,192.168.1.42,,exporter_linux,TRUE,3442,exporter_breeze,TRUE,3642,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
Avaya-Breeze-4,Glasgow,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-Breeze-4,Avaya-Breeze-4.test.org,192.168.1.43,,exporter_linux,TRUE,3443,exporter_breeze,TRUE,3643,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
Avaya-Ipoffice-1,Paris,FR,.test.org,,http://dummysecret.org/somepassword,Avaya-Ipoffice-1,Avaya-Ipoffice-1.test.org,192.168.1.44,,n/a,TRUE,3444,exporter_ipo,TRUE,3644,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-Ipoffice-2,Paris,FR,.test.org,,http://dummysecret.org/somepassword,Avaya-Ipoffice-2,Avaya-Ipoffice-2.test.org,192.168.1.45,,n/a,TRUE,3445,exporter_ipo,TRUE,3645,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-Ipoffice-3,Glasgow,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-Ipoffice-3,Avaya-Ipoffice-3.test.org,192.168.1.46,,n/a,TRUE,3446,exporter_ipo,TRUE,3646,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-CMS-1,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,Avaya-CMS-1,Avaya-CMS-1.test.org,192.168.1.47,,exporter_linux,TRUE,3447,exporter_cms,TRUE,3647,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-CMS-2,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,Avaya-CMS-2,Avaya-CMS-2.test.org,192.168.1.48,,exporter_linux,TRUE,3448,exporter_cms,TRUE,3648,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-SM-1,Paris,FR,.test.org,,http://dummysecret.org/somepassword,Avaya-SM-1,Avaya-SM-1.test.org,192.168.1.49,,exporter_linux,TRUE,3449,exporter_sm,TRUE,3649,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-SM-2,Paris,FR,.test.org,,http://dummysecret.org/somepassword,Avaya-SM-2,Avaya-SM-2.test.org,192.168.1.50,,exporter_linux,TRUE,3450,exporter_sm,TRUE,3650,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-MPP-1,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,Avaya-MPP-1,Avaya-MPP-1.test.org,192.168.1.51,,exporter_linux,TRUE,3451,exporter_mpp,TRUE,3651,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-MPP-2,Paris,FR,.test.org,,http://dummysecret.org/somepassword,Avaya-MPP-2,Avaya-MPP-2.test.org,192.168.1.52,,exporter_linux,TRUE,3452,exporter_mpp,TRUE,3652,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-MPP-3,Glasgow,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-MPP-3,Avaya-MPP-3.test.org,192.168.1.53,,exporter_linux,TRUE,3453,exporter_mpp,TRUE,3653,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-PC5,Glasgow,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-PC5,Avaya-PC5-1.test.org,192.168.1.54,,exporter_windows,TRUE,3454,exporter_pc5,TRUE,3654,,TRUE,TRUE,,,,,,,,,,,,,,
Verint-WFODB-1,Paris,FR,.test.org,,http://dummysecret.org/somepassword,Verint-WFODB-1,Verint-wfo-db.test.org,192.168.1.55,,exporter_windows,TRUE,3455,exporter_wfodb,TRUE,3655,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-Nuance-1,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,Avaya-Nuance-1,Avaya-Nuance-1.test.org,192.168.1.56,,exporter_linux,TRUE,3456,exporter_nuancelm,TRUE,3656,,TRUE,TRUE,,,,,,,,,,,,,,
Sabio-BAAS-1,Paris,FR,.test.org,,http://dummysecret.org/somepassword,Sabio-BAAS-1,Sabio-BAAS-1.test.org,192.168.1.57,,exporter_linux,TRUE,3457,exporter_baas,TRUE,3657,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-5-lsp,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,Avaya-5-lsp,Avaya-5-lsp.test.org,192.168.1.58,,exporter_linux,TRUE,3458,exporter_acm,TRUE,3658,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
Avaya-Breeze-5,Glasgow,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-Breeze-5,Avaya-Breeze-5.test.org,192.168.1.59,,exporter_linux,TRUE,3459,exporter_breeze,TRUE,3659,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
